l1,l2,w1,w2,r,fl,fw
0.021772679259652192,0.03602105095593943,0.002718040704797046,0.003925897132130252,0.00405578117049079,0.015852664795893503,0.0034915073867843463
0.021973038362822852,0.04275990459705276,0.003981954341117049,0.0016584465025181736,0.004388670274682467,0.020103166150916743,0.0037150139893558512
0.02179453405849304,0.04248604837471992,0.0025354719030883073,0.003254189180381511,0.004937772467653265,0.018109899086424613,0.0031791375885090773
0.02113732342304449,0.041100020245915414,0.003409051408116117,0.0021920001619733006,0.006895754324813961,0.019359009350007658,0.0035946461226467764
0.019102268090311875,0.04388150841946817,0.003944805790486317,0.002526520592401507,0.005003201494030008,0.019481053262182513,0.003823301080269539
0.022038103401615657,0.04122066892179446,0.003900674480649296,0.00388768229925853,0.006518378421798889,0.019302678438145347,0.003615847466232394
0.023550099263650218,0.038090560124210096,0.0024665347888070833,0.003230305366754833,0.00600178834443979,0.016446254879012384,0.003714794658665729
0.02436248429391275,0.04923632620037335,0.0036415518023728494,0.002762598678936027,0.007656668738588087,0.022072404243599773,0.002352366294773975
0.019025118902387197,0.047127534342528275,0.002538686874242885,0.002559629329525451,0.00619579559154225,0.01820454658612896,0.0033795065123477883
0.023872593171603732,0.04708912970412141,0.0037860872658491856,0.0024222356204596277,0.007528151430488883,0.021193026106331718,0.002680912915447326
0.021412297074919814,0.0441401977449081,0.0018057377851400476,0.003662301488426857,0.004229884422816366,0.015362979053611964,0.003976120802552401
0.019237214564034082,0.04431334979812411,0.0020006084995536485,0.002595241397727591,0.004275806960793307,0.020549386988643403,0.0032281125757881728
0.024386486454051504,0.047230973794364556,0.0019052772015224608,0.0034387359704402404,0.007904093391423199,0.018126941414893096,0.002602099152358722
0.021371027928719574,0.03889351287864171,0.001975634352068538,0.0037114313956402526,0.006601932122250976,0.021598605167153204,0.002103542507671046
0.02128771243607929,0.04640304274789358,0.0027918686474293873,0.0018039062643869428,0.005783022231111435,0.015005793820505865,0.0021682287925227166
0.022399682118986537,0.04183158950071041,0.0028521792981124365,0.0036892651120335788,0.0058811524367164995,0.01627391164999064,0.0023918121964763804
0.024458877156066698,0.046482868875461825,0.0037037237878411833,0.0031455991581061105,0.007972621248579378,0.02194759800698296,0.003980943611130111
0.021677778310608242,0.04723249880114297,0.0015395771360679337,0.0015459180642513684,0.004779248559985015,0.018000012636835885,0.003470245982183791
0.024692559311151385,0.04342819064379876,0.003846711700460488,0.0024674333247906594,0.004319284904816153,0.018609396481670145,0.0032191071725856
0.02161635479888649,0.045181792966128106,0.0020352270510559586,0.003279406023224186,0.007911131305919271,0.019137146769420327,0.0023846236918398543
0.021994414930920175,0.03856522896248351,0.003972256161000448,0.003107658678660098,0.00736790962043085,0.018505491980544533,0.0031745406233194577
0.02033121154239701,0.04420406228040444,0.003356346082581317,0.0016347617299489994,0.004540860408016026,0.02072737181767518,0.0038894754793670503
0.020680883069664827,0.03937637885311833,0.002724323719130301,0.0018310401277417206,0.004236006582886382,0.022376234099991288,0.003276741958820683
0.02175885513313333,0.046129932510090906,0.0020201371465504384,0.0027305473829199994,0.005412890166975395,0.022257160187829625,0.002191798659888578
0.020787806446444,0.04194090633736228,0.0025132351889938336,0.0021718207590323718,0.004403790497260803,0.0150257916853335,0.0020020934213228676
0.021458169390353284,0.04460863527345128,0.0037941587042914417,0.003576015695694984,0.0050314969523083865,0.01959265398358895,0.003677284618267661
0.020342441379370847,0.0453261333661156,0.0018891389304249327,0.003080689664739576,0.005174228637256129,0.021287278198665216,0.003944394732886532
0.0247580803266834,0.04805583163874482,0.0017893845088057317,0.0018553758719560627,0.006215831386770504,0.01646380144062256,0.0032209458575809583
0.022420005506101043,0.047628106606406435,0.0033786958072444624,0.0018836492434720215,0.004043700361227955,0.01856396433798653,0.0027361850611421685
0.022166739009659778,0.03619523511871549,0.003651366544299222,0.002444007235641163,0.004865423297877336,0.018592767389660887,0.0022467677278823874
0.02458181446670217,0.04834923497116389,0.0032152542835340186,0.0016055547909570916,0.006321128955240418,0.0208122798161494,0.0033300412387247662
0.021041290515122185,0.045569775386364995,0.003354280323845755,0.0035525078926047426,0.005734496682210065,0.01567341630223585,0.003603375155565267
0.020895395783741454,0.03870107140343194,0.0024618713622324507,0.002193448577076828,0.0049876408854716715,0.01807920474886357,0.003752083313544513
0.020034981465469125,0.04766937978170225,0.003381527880455594,0.0024067074817727034,0.005149480108586745,0.02191928522625217,0.0034874584755434663
0.022538017836398704,0.03519445855241951,0.0021340751918845456,0.0026083466194280506,0.005906000791628307,0.018776516761043225,0.0023035918294427842
0.021179145702444245,0.04861317600936859,0.0022900614563632253,0.0035922127604882826,0.0060465262498339434,0.022142505815333197,0.003550718341919217
0.02088808581825501,0.045385982422226606,0.003302752141263242,0.002133286195783734,0.00792068820186721,0.020956257972343382,0.0034299874784904268
0.022749870127661834,0.04244677203409884,0.003666959040380401,0.0017673407929096625,0.005410836960110621,0.018400426838563196,0.0025009285775313807
0.02180904094187261,0.04197599270076368,0.002309174784702232,0.002885499684919683,0.007693472444487898,0.018932554667959487,0.0026936435635165033
0.019551075920184065,0.04489982256685549,0.0028089714278984497,0.0029280565846762498,0.004670607207272262,0.02011342567502266,0.003802598060079829
0.02425809527127816,0.04833862505440799,0.0016391639923115534,0.0018328713514052688,0.0050073085395341815,0.015684298672793244,0.003275607266818678
0.02108881862187609,0.04989177274305047,0.0031466828356269596,0.002424307850763752,0.004952420540382577,0.017373707066263237,0.0024542474701556866
0.01980685349243372,0.04305464617707471,0.00387007779019619,0.0036899492376537626,0.007797954224832793,0.01665005160097261,0.003420046844871713
0.02330310891894937,0.04075773962767625,0.002788504724758031,0.0038939558851824336,0.007802158161970918,0.016162207455276786,0.002328589456905836
0.02455136859560788,0.038562019991915365,0.0039030530658964884,0.0034982837049680623,0.00698018556622748,0.022114876637693952,0.002352909584929197
0.022679463558071048,0.04492237794135024,0.00278343139347357,0.003352110422409201,0.006045782116924366,0.015087921270173145,0.002400665446342205
0.0206118489295337,0.04760709506239563,0.003013754966727713,0.003146182669501777,0.006088002483680534,0.016585153246001426,0.002406478319431481
0.023042259386397954,0.049189552731861014,0.001927624318989107,0.002125624542235722,0.005314418571616674,0.018961898599374107,0.003284731267120262
0.019373857802256526,0.03895045325686025,0.002915366050563634,0.0025348626467275115,0.006906023402442114,0.015902964394724647,0.0022287768470417926
0.02334150772785341,0.041907953948386645,0.0021644782817097294,0.003640638165079096,0.005120643197684344,0.017189267130683913,0.00395529891571708
0.01923311777595216,0.04219888747240311,0.0024053244349571696,0.002239558451733576,0.00487366950085006,0.016930269404182012,0.0037723851287545344
0.022923464945481246,0.04760012871935587,0.0027530107080231143,0.0032260239977351503,0.007779934268588893,0.016831994683913706,0.0036389915599742756
0.024428787839576603,0.045090364514259317,0.0015139325398349282,0.0018541046872357254,0.006691295970624442,0.019152212171884512,0.003826292428647005
0.02274403460271013,0.03840167978047085,0.0028809779847305426,0.003809418370509622,0.0059558154023247566,0.0185136688266649,0.0038621656504476617
0.019554974977563793,0.03981105289324496,0.001939801949505809,0.003243836747861103,0.004011264383534555,0.015513041807980892,0.003835773326104315
0.022304616959523647,0.04596551910899616,0.0035767421335362306,0.002326021678063943,0.005390741929884579,0.01616023306688647,0.003006471120966638
0.02217864837519315,0.04001740291681189,0.00273978405834977,0.003251393100630361,0.006573709988562618,0.016857045315797344,0.0032268847707493027
0.023374941117672247,0.03910937397313247,0.0029479795361852658,0.0017605156518789916,0.004533233800769957,0.017541844145360894,0.0025666855795747068
0.02138443579347215,0.04167139043927898,0.0015665329977933074,0.0037664905179291734,0.0073211987842722,0.01640042278326721,0.0024696050637182136
0.022812472413492345,0.03661188603031314,0.0038985395481531573,0.003543142400554811,0.006281494412870701,0.019556905588885426,0.0033308514804321837
0.023416124473712413,0.03961633960306529,0.003888360817700394,0.003814404243240476,0.00439732136859891,0.01660803192327059,0.003103572332859528
0.02048267125129785,0.037266470955901305,0.001704830623099389,0.0023504888293365248,0.005698646720357866,0.01654418354734448,0.0033145478592220704
0.021670500200995396,0.04684270254700497,0.002860784422935015,0.002664273365889387,0.0068264811686744725,0.019751707341601615,0.003905615993759753
0.02393940169769334,0.04980118588370749,0.0017716372720043905,0.001578355521341623,0.005588094669451914,0.01674546823776544,0.002651044541115538
0.022768397807811983,0.04818327189761547,0.002980752197327129,0.0026421131852446197,0.007414351136452073,0.017893299000149982,0.0022183131672383256
