l1,l2,w1,w2,r,fl,fw
0.021383368417829913,0.04474994442005811,0.003003304491651358,0.0032748253427796023,0.00484571079790396,0.020575586595087517,0.003545998511101083
0.019275660506843647,0.0430668897096552,0.0035512332897891614,0.001927903277721605,0.00689023209170698,0.017522549792627927,0.003715288534441967
0.0236321256961576,0.048042817578115765,0.0019094664775862467,0.0038440407864924527,0.006085389805582037,0.017893532621073342,0.0027002541315535138
0.02417639356140751,0.042728831995783305,0.0028090779072517287,0.0017091985272581142,0.0065442710850050845,0.022208060846293967,0.002086828478094587
0.02042677789681385,0.03859326302966917,0.0015414068190405937,0.0023697031745372396,0.005662687853895885,0.017142031163792947,0.002091570366754402
0.019699156142474947,0.044895597724185214,0.0038809004889532534,0.0022779307949335158,0.004101348350822515,0.015735588685640848,0.003967907156168645
0.022360710664133344,0.04817034437224822,0.0033550993684261657,0.001720146734689388,0.006706113238721006,0.020032050959336536,0.0024325206333660598
0.02334439689468085,0.043785792602577325,0.0031966416506635583,0.001723130414433984,0.005312927672818634,0.016145390163031226,0.0021593225266252724
0.022035592261613758,0.04003300454139653,0.0037867395279991395,0.003441524395439182,0.006721597604275861,0.017863712409071295,0.003326444738371937
0.02437805968375429,0.04653167283426315,0.0023353462158918832,0.00340808427116116,0.004500141069944555,0.017331236421470133,0.003174482413075986
0.024512020073215627,0.04111357699673297,0.00244857666547326,0.00347845243652369,0.007563316351243968,0.019464288303403795,0.002668066342456951
0.019407139077732376,0.047115915950374204,0.0026847284623881637,0.002198257635261069,0.007288432374774214,0.020050422948370776,0.0029585312709074847
0.023318459773224713,0.04977317036742803,0.0018605580286963417,0.0018222998977257124,0.004096532909888137,0.019106876160505222,0.0032056211803271166
0.022816094716637408,0.049119086791851944,0.0018175256532746368,0.0024595409908023023,0.00421008886231773,0.016788323170754422,0.0028824952344664208
0.020711072662716445,0.04864943079423436,0.0038937570112281728,0.0039764600631940015,0.004769801910350297,0.021573153263001174,0.002331347578781148
0.024641990254493026,0.04620346706764742,0.002805665596190868,0.0038145635313678755,0.0041527652457368095,0.015622966932489326,0.002831162328751298
0.022274980070873196,0.03641820133198922,0.003980813191116566,0.002056018467992149,0.005797595995104771,0.01708099008468636,0.0032961733932950037
0.0228876992650158,0.03615875659511888,0.0032269876929515388,0.0028014444292868844,0.004219889585819365,0.01958988205810503,0.0024520806895512526
0.024499615189348598,0.03773571631162791,0.0033209809155174295,0.003841375919787133,0.005951016607569731,0.019733548256710975,0.0035370055422704145
0.02342457240267143,0.0384071966372125,0.0038154741435583537,0.0037627665057525348,0.005533564911290669,0.019243045190339904,0.002443525215550508
