l1,l2,w1,w2,r,fl,fw,area
0.0195262682554172,0.0475979182826492,0.00231816739612575,0.00334890855958065,0.00548206864251012,0.0197535576555338,0.00386311927698178,0
0.0208260636080226,0.0456258315821548,0.00235319598750823,0.00212743906768928,0.00424353756150559,0.0173279933624049,0.00373007493518559,26.0318705873872
0.0244773560636017,0.0408544675050925,0.00199798677837739,0.00167638656264068,0.00735191375325903,0.0158929230731256,0.00291203939855271,17.4654692671215
0.0216621849663079,0.047277580689867,0.00391585332653235,0.00266557154562423,0.00697603220317605,0.0171973179874768,0.00395611722035542,16.3549960228665
0.0218307886822555,0.0469259167212766,0.00214459845006273,0.00376985672389824,0.00761369147001968,0.0215803664305198,0.00388724639718103,0
0.0227147202243248,0.0457605034028062,0.00366286961759194,0.0037077094940939,0.00552948594634664,0.0195245925285342,0.00273586221773446,24.9225114658134
0.0218777993875381,0.0409672902697412,0.00226804007150903,0.00379695623335095,0.00718291918954315,0.0188589221897683,0.00242669702744151,35.1921813574534
0.0219209843260579,0.0381716833536724,0.00361950849277714,0.00396535065284854,0.0060262034680531,0.016856642210837,0.0034407122176896,27.0072776941493
0.020044389515832,0.0413517240669982,0.00240428216311042,0.0035622890713446,0.00785448272630396,0.0167666920291174,0.00252240078415152,35.1898084377881
0.0202911380186446,0.0471306829965885,0.00370283704653196,0.00166047942155267,0.00413300692485886,0.0181129465561474,0.00312889326217626,29.98312854229
0.0248969252515511,0.0475187369829308,0.00276442189307801,0.00263726886742167,0.00463431564183862,0.0201044469714027,0.00260193951330664,31.5739968622554
0.0245625926441271,0.0489733651214852,0.00335582201129537,0.00314713781177164,0.00550763545158264,0.0201186941202787,0.00380637919865642,2.17801878941359
0.0216866326963593,0.0470913578817381,0.00297057304178545,0.00354123875432744,0.00779035371022532,0.0166509606758287,0.00242801276705698,17.8097604043602
0.0239942472675939,0.036991507549426,0.00275727198701893,0.00215626761361528,0.00552377118975348,0.0150009213983994,0.00283139886834335,10.5614840333727
0.0227197078256526,0.035511854198196,0.00179062864088295,0.00214928653089123,0.00631826195876266,0.0215522037324397,0.00301337683665025,0
0.0235972310075508,0.0443753039001539,0.00383082524784837,0.00318766239801658,0.00782750359124143,0.0210169384924616,0.00365193623332881,0
0.0244882305908655,0.03554960346589,0.00355022935285611,0.00179790144726482,0.00488044068415494,0.0220014389935836,0.0031415130519243,0
0.0212604847837645,0.0359093317195213,0.00183147659787599,0.00233820699500576,0.0056575108074534,0.0181094785797638,0.00328018654822289,4.96179997678389
0.0198150632693852,0.0437936216072197,0.00371300898979221,0.00262398756750353,0.00578798122614343,0.0224501971484622,0.00312810202379791,0
0.023602357235994,0.0377236117352659,0.00318572190610073,0.0022952915871944,0.00735910633151055,0.0184547601532696,0.00251855003051369,25.6037364215759
