l1,l2,w1,w2,r,fl,fw,area
0.0202841511463912,0.0483825021069039,0.0035819274833548,0.00272579818202356,0.00604005394243038,0.0177854477743878,0.00361527523563692,20.6768986698513
0.0245285761999633,0.0391941689511584,0.00288286734005437,0.00287368765493677,0.00760081566322578,0.0155308833253211,0.00207561846679037,6.3401762028901
0.0246098833405297,0.0480188785417597,0.00272480014798996,0.00179852469776173,0.00715192085962634,0.0182096247680217,0.00370627340791752,20.8218301315714
0.0240563735276889,0.0373065123068511,0.00334692016852398,0.00361102894874908,0.00646723089009032,0.0201290459642386,0.00389959792558481,0
0.0216542485164717,0.0367659396303573,0.0030781264779358,0.00156884942462063,0.00787242049869746,0.0165907423048858,0.00224616584930217,35.4425130684066
0.0208315088292273,0.0466752404217933,0.00173604124380898,0.00211969270534749,0.00659227535898726,0.0224857368373073,0.00290387736148626,0
0.0213979631884809,0.0471117027746869,0.00244231943723015,0.00292086648974828,0.0079991387056636,0.0165835853741444,0.00238977007203242,15.4060961783632
0.0242793272847863,0.0403080867976431,0.00374372306859868,0.00154723108372196,0.00580660729347301,0.015991793159931,0.00368714328977725,29.9380338080396
0.0206385088705369,0.0358779432743528,0.00193891968001213,0.00158764772666207,0.00587222003922287,0.0196340515407242,0.00237746401327755,7.95725729477852
0.0214309745020566,0.0433142636725458,0.0015311830091841,0.00322987577568186,0.00640359572275286,0.0195640016835119,0.00256587724367062,18.6675375794032
0.0196422485847126,0.0473302719982217,0.00201562731106064,0.00232256648745145,0.00435508065216847,0.0169833874050709,0.00345757392627189,35.945508203458
0.0233223898826406,0.046386200828597,0.00389748886515726,0.00228287805938597,0.00712328836850899,0.0201894677226163,0.00233685154627411,33.7494380496006
0.02277646881326,0.0412166421776253,0.00317849118774641,0.00165237282282315,0.00458203072860157,0.0152061365458528,0.00219995803643839,5.02498357896189
0.0211940199602621,0.049863788832675,0.00186273427162889,0.00372503315003189,0.00442249152168561,0.0158428144883575,0.00213502784774531,6.06473498156929
0.0237149625305433,0.0410694844527182,0.0034075624444218,0.00306623863203696,0.00504244546875683,0.0195602796429269,0.00339046996982859,3.84492721649236
0.0233199040849978,0.0419019728757937,0.0034490260968509,0.00382167426875517,0.00477918471512406,0.0216816600367791,0.00284918737155697,0
0.0231259206841485,0.0376834763778314,0.00185816238168671,0.00344597721758351,0.00685145936604283,0.0184483713018055,0.00204041060197052,37.2168740957922
0.0195827910986888,0.0464271393821909,0.00291902409120387,0.00306653002928772,0.00471916130872427,0.0183443198159128,0.00354722027015426,11.3531619908221
0.0201904985098333,0.0371284332891189,0.00234359248063154,0.00353340394241672,0.00641382754334991,0.0210975244793597,0.00278324468956471,0
0.0218868759517661,0.0499742561037362,0.00321620099581185,0.0021685105775526,0.00405779295706844,0.0167047694564109,0.00343332600809671,28.8022701067572
