l1,l2,w1,w2,r,fl,fw,area
0.0241091192735024,0.0408193864751463,0.00378222811863908,0.00302860499999942,0.00735276157553714,0.0221787721088518,0.00288799856114982,0
0.0228855382995467,0.0464040057040288,0.00343439710697452,0.00196949597325217,0.00714946295379805,0.0160576178741026,0.00275497962264635,19.484131846568
0.0191939668557596,0.0400281567354472,0.00165014413657911,0.00283005054624951,0.00498838805166321,0.0202670955113799,0.00243138015853334,2.24766332268887
0.019046346285691,0.0401689152622936,0.00283623843488689,0.00284174437205454,0.00759083668928912,0.0162808885608745,0.00324238485300969,37.1680640362431
0.0247336532532171,0.0493385876344643,0.00254884752011521,0.00203049620939756,0.00768496585352546,0.0160618155172518,0.00304204823121013,7.86676203900305
0.0240267558581141,0.0486149642543489,0.00260125249701698,0.00217873094658551,0.00468003779620519,0.0170376058407005,0.00225999223903239,7.16447675541583
0.0231607646851223,0.0425665558553942,0.00390973393313689,0.00329468988633488,0.00777801909926241,0.0152779696947507,0.00352638395581189,21.5484431761544
0.0231589549605829,0.0356457192057876,0.00261370098929777,0.00307299778810737,0.00663839261897362,0.0221328155736051,0.00328052130059781,0
0.0247090164645923,0.0494098826769853,0.00166132093532866,0.00254606591981404,0.00586140935489076,0.0182382344104195,0.00231455642383452,6.00209344730565
0.0240547418535507,0.0397974962133242,0.00340221185368138,0.00361074669952977,0.00579076931066733,0.0198741441637191,0.00269295471695305,11.4730613141792
0.0229862146934172,0.0353569757548064,0.00386862915746127,0.00157308083864922,0.00662630678534781,0.0212041207730908,0.00277765300235406,0
0.0230282639510638,0.0374224325227707,0.00396786198659726,0.00211565737224399,0.00644201973089365,0.0172789495622996,0.00288617630957448,27.1004282862906
0.0207843215778869,0.049521911268413,0.00188658712146312,0.00291935688012912,0.00596307619246913,0.0171881740747064,0.00352329942706289,30.4930533797397
0.0213779769421763,0.0439813275184109,0.00299574328536043,0.00318054068251476,0.00523247088871502,0.0166533872764003,0.00213085526890508,19.3663782164696
0.024714944944008,0.0416549884840523,0.00387336914645242,0.00172610669457916,0.00500288500152288,0.0188195076049108,0.00222228165758781,28.1030554135317
0.0202065470589933,0.0431221874358011,0.00313258151103753,0.00254787590234034,0.00667902967119409,0.0207929393960444,0.00371032199218542,0
0.0241873094765008,0.0445286895927219,0.00198626834021877,0.00260439813686896,0.00704557312697302,0.0157641348182601,0.00366615274353203,15.4115655136858
0.0218600926382312,0.0350820667950457,0.00170257901541441,0.00272343703666379,0.00566243677614236,0.0206354046945811,0.00327086504798665,0
0.0227376601208121,0.0464306159632046,0.00225997002071642,0.00335184541206101,0.00637162935926287,0.0207331643448415,0.00371089932996725,0
0.0201308153675383,0.0395842717209107,0.00170828101320273,0.00182829511634804,0.00785990085694062,0.0205745271898457,0.00281570360259112,0
