l1,l2,w1,w2,r,fl,fw
0.02036901536190051,0.03847599554247224,0.002560248883265896,0.0026136380429412735,0.0043231097326936335,0.022082695097662534,0.00242512041344402
0.02389960450568176,0.04230314610031662,0.003494712667377915,0.003783306576631038,0.007110772958407406,0.015357667322768833,0.0029709185692225275
0.019744793301898694,0.046120307479762646,0.002160050867450248,0.0023548311669805526,0.00744057814310578,0.019528786882562897,0.0029570532629588347
0.022998165343604385,0.037386995407107666,0.003621996248243332,0.0034794334859405487,0.00499826610349514,0.021730356348004104,0.0026908259292074375
0.020603384093467087,0.04282190193671613,0.002325971804593615,0.0029110485359318547,0.005273643166050532,0.016522952200546923,0.0023606624103313543
0.0193581740559462,0.046048062057809806,0.003963844587395881,0.0034950823593024286,0.006031743625180597,0.017371183877492726,0.003710614321901232
0.02277576839977029,0.03980781441570491,0.003534720688441547,0.0033448998072462587,0.0056262333774945664,0.02076524364827916,0.003181808787354033
0.02464557699511868,0.03706806637334198,0.0017731285436890193,0.002909253790764999,0.004247348014381138,0.016915682170109726,0.002055992134175182
0.021054738482095072,0.04423018301940918,0.002840705847365901,0.00194562474195689,0.0057848392357307404,0.01988734831090228,0.003420797397375941
0.021729185244668204,0.03652131454893701,0.002077167521417782,0.003328527420075513,0.007510294855970356,0.017682422547649894,0.0023813984686296853
0.02219668701941057,0.04332394063630521,0.003439030120318257,0.0038953062176207624,0.005015308160447104,0.02029115605953083,0.0031644364019268846
0.024982652710118236,0.04180280058246119,0.0021038919409539654,0.002109003279792315,0.005477547438933016,0.015085338833531272,0.0031408761196080504
0.021540951895368837,0.04812976022459704,0.0021602207080393954,0.0017244148981714544,0.005267790445484628,0.020163566675532138,0.0020103642679577256
0.019838377115079454,0.04266131549864649,0.0030594831894954306,0.0020779194201135795,0.00608602841433406,0.020678939064337837,0.0037210454667603934
0.022308290864090603,0.04601621570955939,0.002916600161539013,0.002849449005156203,0.005248379126238735,0.01759950440042636,0.003346250905496004
0.022089029633447423,0.03982797141238884,0.0024600794932798887,0.0016896222527691424,0.007592387004491117,0.022084333079429943,0.0038107280434417387
0.021577157294102627,0.04630298981560391,0.0037066389406725264,0.0032757369215742236,0.004000041918938504,0.022414708010686485,0.0036320502843786248
0.024182277812271627,0.04519039622315575,0.0035820981402192,0.0029381840159360805,0.005945859867111851,0.020103769902411292,0.00226215120467008
0.02283261778902789,0.04230959358863252,0.002724761715984422,0.0036014860028144987,0.005976588935101102,0.019122071910657727,0.003403253470927948
0.01913942320024693,0.04497966935073644,0.0019682824103008736,0.002703916918316839,0.00737048997123501,0.019881316452009506,0.0034514399062678443
