l1,l2,w1,w2,r,fl,fw
0.02211606617568176,0.03605785815839196,0.00192048260748163,0.0033143150991772714,0.005186544063194649,0.019669099029592126,0.0028854170414575877
0.021224832240143196,0.04175673165232993,0.0018018652956431317,0.0019259460529069865,0.006988928218824849,0.01816742858573342,0.0023740888696027074
0.023070308020135294,0.036069393213617344,0.0026909321603280113,0.002268935865687769,0.005373181816929619,0.02199716016482805,0.0022934804423996526
0.019717976758898463,0.04985009696603483,0.0022195262205705695,0.0037394717538987484,0.006347933615065521,0.02156025689959956,0.0025874673268972905
0.02042526942000976,0.04645817496702912,0.0026407015602483257,0.0015470695127416815,0.007144358388837223,0.01730575204134004,0.003907453355322074
0.02495214459763426,0.03610563084029467,0.0038041064080435263,0.0030705457846311236,0.00739255441969788,0.01979080772629865,0.003629556417487298
0.02232817960485549,0.044829114512675024,0.0038322747827886673,0.0031010871659494,0.007079666938012351,0.015065786847656196,0.0037333781141681483
0.02295702620857197,0.04606006963750906,0.001973453651218513,0.002101611831133136,0.006387899196692219,0.01705879353208211,0.0030802254368494427
0.023870863499310547,0.03796255596182249,0.003903277626813027,0.003171462880814659,0.004921044534814019,0.0211248779953008,0.0038657362152821123
0.023269974919892883,0.04210821260083718,0.002178773983005736,0.0020881237395219744,0.006182607357149815,0.01750784388066713,0.002477491479637018
0.019744838770532264,0.03834908556931316,0.0034486790007477574,0.0027461533766732736,0.005013101899618253,0.015741303413810928,0.0027291620119353757
0.02372998501321803,0.0379825914038497,0.0016643607363340334,0.002537501042571804,0.005450303403149414,0.01674301204315361,0.0037536716116109018
0.019292332490622222,0.045817805882844474,0.0032970170453613854,0.002003813205046472,0.005236811983838506,0.022392985749097892,0.002041670054055521
0.023382614891328455,0.04359543424328416,0.001907741943066892,0.0015029467168821398,0.007691559248630484,0.016187637742073577,0.0036718299129992198
0.024271046937508492,0.04009527118411065,0.002394788429443699,0.0035715442304662436,0.0045408542130181,0.0207433736207043,0.002290261533617674
0.022987996924200376,0.048321287995089404,0.003899157976086915,0.0035577951756883743,0.0054773043319534505,0.022200028076769768,0.0020021187209888357
0.0212941152633813,0.04327771402500126,0.002433923793680537,0.0031685176912152847,0.005152389104206877,0.018235386396556325,0.00334674010020724
0.022744535699968253,0.042385343070308425,0.0020011189210614524,0.0038634357964489226,0.007420331880692369,0.017624747142559474,0.0027417392295429797
0.022114820609160077,0.046734563860713896,0.002939462160175367,0.0030502264412737732,0.005093316180133835,0.017411878939151793,0.003679818103690625
0.020527122583661107,0.041095711855233745,0.002012664455197464,0.0036088692223664115,0.005517597983588438,0.016895714862050444,0.0036399596933072748
