l1,l2,w1,w2,r,fl,fw
0.02261788521326003,0.044536516349395205,0.0034455524850991294,0.0037903252190906373,0.004922765402342728,0.016719254814096137,0.0032285611188170955
0.02076225526428922,0.04987631157082678,0.003146370818957977,0.0029070480883861527,0.005624905610553196,0.019726337053800516,0.0026625849739237675
0.02380016231100523,0.049155057879481656,0.002822230602422016,0.0023333665307235184,0.005441082959380305,0.018763571679974816,0.0032655351960116617
0.023065685279487182,0.04910998594237456,0.002826148010554381,0.003912546079350916,0.004870354314077931,0.015707370550026988,0.0026984160796344778
0.024339553524591984,0.04884590822294653,0.0021850883518585345,0.0038642126760465587,0.007348899966140176,0.019243746974707692,0.002271524851343931
0.02260185794255469,0.04598689620742906,0.0024832900643271755,0.002566270902875016,0.006334437337035179,0.01954237200967132,0.002265494684901952
0.02374247401328754,0.043161548755470604,0.0024617612199350518,0.0019568179551613784,0.004917311224915073,0.020392141657342194,0.0020813304006338123
0.019371600574038732,0.04344061553019296,0.002444228689591032,0.0019373558422622972,0.007631163616795089,0.015622460981688062,0.002286250798526986
0.02470947788883768,0.04601664523939051,0.0037101067710216024,0.0022046256159299923,0.004277285970825528,0.018640836810109526,0.003642521357018588
0.02186910465376041,0.04250885324342915,0.0021096589790536827,0.003352760192364506,0.005340908919201811,0.01632863851341975,0.003993240965180609
0.02001285103769581,0.039620830785444275,0.0017949698940618612,0.003912735499442172,0.005430406945802765,0.015700224310918925,0.0038287938474589455
0.019595206138617385,0.04614769600694015,0.001892490081716363,0.002023380995245162,0.006873825053364155,0.021648109503462038,0.0020607275382302044
0.02448504144989987,0.048742622000186316,0.0031647211214633135,0.0016606168397699126,0.007394852928441365,0.019215617872948766,0.0033572642996267214
0.021365891496111712,0.04325265892927065,0.003716564210276019,0.0015154367935429876,0.0060000757312603185,0.01699564979291822,0.0032421224136070293
0.022343388986260693,0.04025460018155595,0.0017161713765677603,0.0039082819034605915,0.006186429271109427,0.018600790676096313,0.00230262956160469
0.022290471233715005,0.0408166032952137,0.0034120122670131597,0.002444387426922257,0.00451226073303201,0.021672264799268676,0.0035420477594726436
0.024500494915259304,0.04051845065331034,0.0016095022378010916,0.003381782404458119,0.005173546075744389,0.01708731626335602,0.0039061261411771553
0.019225281229905924,0.042311611912160145,0.002396208409763494,0.0030799386896935878,0.00708135124781223,0.020282527350930547,0.0033410936908213175
0.023299648335173517,0.042932211876168205,0.0022408805649641564,0.0030024967603718986,0.005921177790198488,0.01825882436396288,0.002234540517572919
0.01910407538084578,0.04660649605009863,0.0030199526959953254,0.0038925032098752576,0.006543035317442767,0.017701259639859204,0.0037808453156519426
