l1,l2,w1,w2,r,fl,fw
0.01903717650509741,0.03661519953040544,0.002012639556026802,0.0037302500601938526,0.004560810278848276,0.019977800188199384,0.0037981393008222515
0.0228254372560073,0.04753468198633703,0.0022878880622029052,0.002368138316972792,0.007644510970036378,0.022409237937827245,0.0038370391103049756
0.024035143742283917,0.04362031459473038,0.0029723531092737893,0.0024537559425310165,0.004777044893617827,0.016945839075457877,0.0032535419383905445
0.02013693302932997,0.04610836062439645,0.0027320151565132377,0.0022994969627442366,0.004103235849442359,0.016063627658928648,0.0034267099471280513
0.02025159187214808,0.03533347175031021,0.0015232488696797833,0.0021149221869595385,0.004128162773391852,0.016822804508287787,0.0028242777513238083
0.019619411811091857,0.04134893192608716,0.002397292964188889,0.0032245654038345704,0.00453071712316576,0.021378696941172188,0.0031215432750988197
0.020792770750535667,0.03862833588191574,0.0021909240410082007,0.0034692442188315326,0.004054971119280623,0.015284160304020371,0.003613819551755003
0.023521389239025338,0.03873195473706354,0.002807195744850488,0.002961045592853575,0.00477365719276047,0.0159468472590524,0.002293913169527271
0.023549780856025423,0.04561111898687526,0.00342950070086887,0.0024445080671115895,0.004987718911315583,0.01859766170447553,0.0037126783702170476
0.02406357100811831,0.04186887796165115,0.0016708988504486575,0.0034023079996507804,0.005297068726885661,0.015452456943516064,0.002939133555273343
0.02020058200703447,0.036451720686797466,0.0016398362843428496,0.002776004555106914,0.006218648797279689,0.01575520013545391,0.003956474482962118
0.020757213040598306,0.03868952383081274,0.0017437855829497495,0.0039005508487816912,0.0067620410535482855,0.017154077374894952,0.003486098294870705
0.022991471067073395,0.0453216794893434,0.0030155367036422674,0.002533795938709612,0.007543527325517638,0.01808186755600185,0.003977882558031037
0.019418793847981383,0.0440474887419615,0.0021682281968139526,0.0015021765968452716,0.006152890978944704,0.015541675604689732,0.002099377804044144
0.02475739234495953,0.04794429874466757,0.0024188455140797174,0.0021715014583392972,0.004634970475269568,0.0180290789357624,0.0030683359537770957
0.021640814791944282,0.04431855318487924,0.0016472633633121997,0.0036327150156166216,0.005720825482373812,0.015574811830627219,0.003096784033896249
0.019745238995888845,0.042317189494492174,0.003561816000949694,0.003045560965209466,0.007037915276208421,0.016498810884556493,0.0030160345203517507
0.019320466537068006,0.03602762839143867,0.003299757639172636,0.001776893311741942,0.007263865353194193,0.02113481049670938,0.003919588460048848
0.023087723355513144,0.037313425123055105,0.001960443384166526,0.001748638377469081,0.006771919245743866,0.015176665195686034,0.002788076623211882
0.024799185097188738,0.036674768731312576,0.0019922794844886914,0.001948679827383455,0.007078682011911759,0.016806706571290745,0.0032753570441739948
